Btl_Cnt,Cst_Cnt,Depth_ID,Depthm,T_degC,O2ml_L,R_Depth,Unnamed: 0,Cast_ID,Quarter,Date,Year,Month,Lat_Dec,Lon_Dec
808297,32204,20-0911NM-MX-319-2300-08671000-0000B-7,0,17.8,5.51,0.0,32203.0,20-0911NM-MX-319-2300-08671000,4.0,11/15/2009,2009.0,11.0,31.653333,-123.07
808327,32205,20-0911NM-MX-320-0501-08671100-0000B-7,0,17.8,5.51,0.0,32204.0,20-0911NM-MX-320-0501-08671100,4.0,11/16/2009,2009.0,11.0,31.323333,-123.745
808357,32206,20-0911NM-MX-317-0935-08680325-0000B-7,0,17.28,5.8,0.0,32205.0,20-0911NM-MX-317-0935-08680325,4.0,11/13/2009,2009.0,11.0,33.883333,-118.445
808363,32207,20-0911NM-MX-317-0551-08850301-0000B-7,0,17.69,5.77,0.0,32206.0,20-0911NM-MX-317-0551-08850301,4.0,11/13/2009,2009.0,11.0,33.671667,-118.095
808368,32208,20-0911NM-MX-345-2255-09000277-0000B-7,0,17.8,5.79,0.0,32207.0,20-0911NM-MX-345-2255-09000277,4.0,11/12/2009,2009.0,11.0,33.495,-117.746667
808373,32209,20-0911NM-MX-345-2342-09000280-0000B-7,0,18.18,5.61,0.0,32208.0,20-0911NM-MX-345-2342-09000280,4.0,11/12/2009,2009.0,11.0,33.485,-117.768333
808381,32210,20-0911NM-MX-317-0158-09000300-0000B-7,0,18.04,5.64,0.0,32209.0,20-0911NM-MX-317-0158-09000300,4.0,11/13/2009,2009.0,11.0,33.418333,-117.9
808409,32211,20-0911NM-PR-345-1752-09000350-0000B-7,0,17.74,5.63,0.0,32210.0,20-0911NM-PR-345-1752-09000350,4.0,11/12/2009,2009.0,11.0,33.253333,-118.253333
808436,32212,20-0911NM-MX-345-1441-09000370-0000B-7,0,18.06,5.57,0.0,32211.0,20-0911NM-MX-345-1441-09000370,4.0,11/12/2009,2009.0,11.0,33.183333,-118.381667
808465,32213,20-0911NM-MX-345-0915-09000450-0000B-7,0,18.54,5.49,0.0,32212.0,20-0911NM-MX-345-0915-09000450,4.0,11/12/2009,2009.0,11.0,32.92,-118.938333
808495,32214,20-0911NM-MX-345-0336-09000530-0000B-7,0,16.36,5.8,0.0,32213.0,20-0911NM-MX-345-0336-09000530,4.0,11/12/2009,2009.0,11.0,32.65,-119.481667
808524,32215,20-0911NM-MX-315-2227-09000600-0000B-7,0,16.89,5.76,0.0,32214.0,20-0911NM-MX-315-2227-09000600,4.0,11/11/2009,2009.0,11.0,32.421667,-119.96
808555,32216,20-0911NM-PR-315-1709-09000700-0000B-7,0,17.32,5.57,0.0,32215.0,20-0911NM-PR-315-1709-09000700,4.0,11/11/2009,2009.0,11.0,32.088333,-120.65
808590,32217,20-0911NM-MX-315-0919-09000800-0000B-7,0,16.41,5.74,0.0,32216.0,20-0911NM-MX-315-0919-09000800,4.0,11/11/2009,2009.0,11.0,31.75,-121.318333
808623,32218,20-0911NM-MX-315-0254-09000900-0000B-7,0,16.11,5.83,0.0,32217.0,20-0911NM-MX-315-0254-09000900,4.0,11/11/2009,2009.0,11.0,31.41,-121.991667
808654,32219,20-0911NM-MX-284-1930-09001000-0000B-7,0,18.46,5.48,0.0,32218.0,20-0911NM-MX-284-1930-09001000,4.0,11/10/2009,2009.0,11.0,31.088333,-122.663333
808710,32220,20-0911NM-MX-284-1208-09001100-0000B-7,0,17.82,5.54,0.0,32219.0,20-0911NM-MX-284-1208-09001100,4.0,11/10/2009,2009.0,11.0,30.753333,-123.34
808741,32221,20-0911NM-MX-284-0540-09001200-0000B-7,0,17.47,5.56,0.0,32220.0,20-0911NM-MX-284-0540-09001200,4.0,11/10/2009,2009.0,11.0,30.42,-123.996667
808772,32222,20-0911NM-MX-162-2359-09170264-0000B-7,0,17.6,5.81,0.0,32221.0,20-0911NM-MX-162-2359-09170264,4.0,11/06/2009,2009.0,11.0,33.246667,-117.461667
808778,32223,20-0911NM-PR-162-1932-09330267-0000C-7,0,16.78,6.02,0.0,32222.0,20-0911NM-PR-162-1932-09330267,4.0,11/06/2009,2009.0,11.0,32.956667,-117.306667
808791,32224,20-0911NM-MX-192-0245-09330280-0000B-7,0,18.5,5.54,0.0,32223.0,20-0911NM-MX-192-0245-09330280,4.0,11/07/2009,2009.0,11.0,32.913333,-117.395
808821,32225,20-0911NM-MX-192-0615-09330300-0000B-7,0,18.25,5.61,0.0,32224.0,20-0911NM-MX-192-0615-09330300,4.0,11/07/2009,2009.0,11.0,32.845,-117.54
808849,32226,20-0911NM-MX-192-1027-09330350-0000B-7,0,18.09,5.59,0.0,32225.0,20-0911NM-MX-192-1027-09330350,4.0,11/07/2009,2009.0,11.0,32.68,-117.875
808879,32227,20-0911NM-MX-192-1444-09330400-0000B-7,0,18.59,5.48,0.0,32226.0,20-0911NM-MX-192-1444-09330400,4.0,11/07/2009,2009.0,11.0,32.515,-118.21
808911,32228,20-0911NM-PR-192-1903-09330450-0000B-7,0,18.41,5.51,0.0,32227.0,20-0911NM-PR-192-1903-09330450,4.0,11/07/2009,2009.0,11.0,32.35,-118.56
808947,32229,20-0911NM-MX-192-2323-09330500-0000B-7,0,17.72,5.57,0.0,32228.0,20-0911NM-MX-192-2323-09330500,4.0,11/07/2009,2009.0,11.0,32.176667,-118.891667
808977,32230,20-0911NM-MX-223-0407-09330550-0000B-7,0,17.01,5.63,0.0,32229.0,20-0911NM-MX-223-0407-09330550,4.0,11/08/2009,2009.0,11.0,32.011667,-119.235
809008,32231,20-0911NM-MX-223-0843-09330600-0000B-7,0,16.43,5.81,0.0,32230.0,20-0911NM-MX-223-0843-09330600,4.0,11/08/2009,2009.0,11.0,31.853333,-119.575
809038,32232,20-0911NM-PR-223-1635-09330700-0000B-7,0,16.27,5.73,0.0,32231.0,20-0911NM-PR-223-1635-09330700,4.0,11/08/2009,2009.0,11.0,31.513333,-120.25
809070,32233,20-0911NM-MX-223-2235-09330800-0000B-7,0,16.61,5.8,0.0,32232.0,20-0911NM-MX-223-2235-09330800,4.0,11/08/2009,2009.0,11.0,31.181667,-120.921667
809099,32234,20-0911NM-MX-254-0453-09330900-0000B-7,0,18.29,5.47,0.0,32233.0,20-0911NM-MX-254-0453-09330900,4.0,11/09/2009,2009.0,11.0,30.845,-121.591667
809130,32235,20-0911NM-MX-254-1056-09331000-0000B-7,0,18.25,5.49,0.0,32234.0,20-0911NM-MX-254-1056-09331000,4.0,11/09/2009,2009.0,11.0,30.513333,-122.258333
809162,32236,20-0911NM-PR-254-1711-09331100-0000B-7,0,17.95,5.5,0.0,32235.0,20-0911NM-PR-254-1711-09331100,4.0,11/09/2009,2009.0,11.0,30.181667,-122.921667
809197,32237,20-0911NM-MX-254-2314-09331200-0000B-7,0,19.21,5.37,0.0,32236.0,20-0911NM-MX-254-2314-09331200,4.0,11/09/2009,2009.0,11.0,29.841667,-123.59
809228,32238,20-0911NM-MX-162-2120-09340264-0000B-7,0,16.36,6.12,0.0,32237.0,20-0911NM-MX-162-2120-09340264,4.0,11/06/2009,2009.0,11.0,32.956667,-117.281667
809234,32239,20-1001NM-MX-002-1946-06670500-0000A-7,0,13.29,5.96,0.0,32238.0,20-1001NM-MX-002-1946-06670500,1.0,02/01/2010,2010.0,2.0,36.786667,-122.036667
809260,32240,20-1001NM-MX-033-0034-06670550-0000B-7,0,13.38,6.05,0.0,32239.0,20-1001NM-MX-033-0034-06670550,1.0,02/02/2010,2010.0,2.0,36.616667,-122.41
809293,32241,20-1001NM-MX-033-0514-06670600-0000B-7,0,13.45,6.1,0.0,32240.0,20-1001NM-MX-033-0514-06670600,1.0,02/02/2010,2010.0,2.0,36.456667,-122.78
809353,32243,20-1001NM-MX-033-1330-06670700-0000B-7,0,12.9,6.16,0.0,32242.0,20-1001NM-MX-033-1330-06670700,1.0,02/02/2010,2010.0,2.0,36.116667,-123.49
809414,32245,20-1001NM-MX-033-2116-06670800-0000B-7,0,13.2,6.19,0.0,32244.0,20-1001NM-MX-033-2116-06670800,1.0,02/02/2010,2010.0,2.0,35.793333,-124.2
809469,32247,20-1001NM-MX-061-0506-06670900-0000B-7,0,12.79,6.29,0.0,32246.0,20-1001NM-MX-061-0506-06670900,1.0,02/03/2010,2010.0,2.0,35.453333,-124.905
809500,32248,20-1001NM-MX-002-1711-06700477-0000B-7,0,13.1,6.17,0.0,32247.0,20-1001NM-MX-002-1711-06700477,1.0,02/01/2010,2010.0,2.0,36.798333,-121.846667
809518,32249,20-1001NM-MX-092-1317-07000510-0000B-7,0,13.5,6.05,0.0,32248.0,20-1001NM-MX-092-1317-07000510,1.0,02/04/2010,2010.0,2.0,36.185,-121.73
809540,32250,20-1001NM-MX-092-0937-07000550-0000B-7,0,13.65,6.01,0.0,32249.0,20-1001NM-MX-092-0937-07000550,1.0,02/04/2010,2010.0,2.0,36.05,-122.008333
809571,32251,20-1001NM-MX-092-0542-07000600-0000B-7,0,13.43,6.15,0.0,32250.0,20-1001NM-MX-092-0542-07000600,1.0,02/04/2010,2010.0,2.0,35.88,-122.36
809600,32252,20-1001NM-MX-061-2348-07000700-0000B-7,0,13.99,6.24,0.0,32251.0,20-1001NM-MX-061-2348-07000700,1.0,02/03/2010,2010.0,2.0,35.551667,-123.071667
809629,32253,20-1001NM-MX-061-1734-07000800-0000B-7,0,13.06,6.11,0.0,32252.0,20-1001NM-MX-061-1734-07000800,1.0,02/03/2010,2010.0,2.0,35.216667,-123.783333
809657,32254,20-1001NM-MX-061-1136-07000900-0000B-7,0,13.53,6.12,0.0,32253.0,20-1001NM-MX-061-1136-07000900,1.0,02/03/2010,2010.0,2.0,34.883333,-124.478333
809688,32255,20-1001NM-MX-031-2319-07330500-0000B-7,0,14.01,5.95,0.0,32254.0,20-1001NM-MX-031-2319-07330500,1.0,01/31/2010,2010.0,1.0,35.643333,-121.255
809695,32256,20-1001NM-MX-002-0235-07330550-0000B-7,0,13.41,6.06,0.0,32255.0,20-1001NM-MX-002-0235-07330550,1.0,02/01/2010,2010.0,2.0,35.475,-121.611667
809722,32257,20-1001NM-MX-092-2052-07330600-0000B-7,0,13.68,6.2,0.0,32256.0,20-1001NM-MX-092-2052-07330600,1.0,02/04/2010,2010.0,2.0,35.313333,-121.95
809752,32258,20-1001NM-MX-031-1738-07670490-0000B-7,0,14.09,5.86,0.0,32257.0,20-1001NM-MX-031-1738-07670490,1.0,01/31/2010,2010.0,1.0,35.088333,-120.778333
809761,32259,20-1001NM-MX-031-1051-07670550-0000B-7,0,13.68,6.08,0.0,32258.0,20-1001NM-MX-031-1051-07670550,1.0,01/31/2010,2010.0,1.0,34.888333,-121.21
809792,32260,20-1001NM-MX-031-1503-07670510-0000B-7,0,13.73,5.99,0.0,32259.0,20-1001NM-MX-031-1503-07670510,1.0,01/31/2010,2010.0,1.0,35.025,-120.925
809812,32261,20-1001NM-MX-031-0514-07670600-0000B-7,0,13.71,6.15,0.0,32260.0,20-1001NM-MX-031-0514-07670600,1.0,01/31/2010,2010.0,1.0,34.72,-121.553333
809841,32262,20-1001NM-MX-030-2231-07670700-0000B-7,0,13.75,6.06,0.0,32261.0,20-1001NM-MX-030-2231-07670700,1.0,01/30/2010,2010.0,1.0,34.386667,-122.251667
809871,32263,20-1001NM-PR-030-1648-07670800-0000B-7,0,13.55,6.14,0.0,32262.0,20-1001NM-PR-030-1648-07670800,1.0,01/30/2010,2010.0,1.0,34.05,-122.945
809907,32264,20-1001NM-MX-030-0805-07670900-0000B-7,0,13.89,5.93,0.0,32263.0,20-1001NM-MX-030-0805-07670900,1.0,01/30/2010,2010.0,1.0,33.72,-123.63
809938,32265,20-1001NM-MX-030-0020-07671000-0000B-7,0,15.18,5.79,0.0,32264.0,20-1001NM-MX-030-0020-07671000,1.0,01/30/2010,2010.0,1.0,33.386667,-124.328333
809967,32266,20-1001NM-MX-028-0427-08000505-0000B-7,0,14.31,5.65,0.0,32265.0,20-1001NM-MX-028-0427-08000505,1.0,01/28/2010,2010.0,1.0,34.461667,-120.486667
809974,32267,20-1001NM-MX-028-0522-08000510-0000B-7,0,14.32,5.69,0.0,32266.0,20-1001NM-MX-028-0522-08000510,1.0,01/28/2010,2010.0,1.0,34.448333,-120.525
809986,32268,20-1001NM-MX-028-0926-08000550-0000B-7,0,13.96,5.76,0.0,32267.0,20-1001NM-MX-028-0926-08000550,1.0,01/28/2010,2010.0,1.0,34.308333,-120.811667
810018,32269,20-1001NM-MX-028-1341-08000600-0000B-7,0,13.93,5.78,0.0,32268.0,20-1001NM-MX-028-1341-08000600,1.0,01/28/2010,2010.0,1.0,34.151667,-121.156667
810047,32270,20-1001NM-PR-028-2005-08000700-0000B-7,0,13.83,5.99,0.0,32269.0,20-1001NM-PR-028-2005-08000700,1.0,01/28/2010,2010.0,1.0,33.818333,-121.846667
810078,32271,20-1001NM-MX-029-0231-08000800-0000B-7,0,13.41,6.09,0.0,32270.0,20-1001NM-MX-029-0231-08000800,1.0,01/29/2010,2010.0,1.0,33.485,-122.536667
810107,32272,20-1001NM-MX-029-1015-08000900-0000B-7,0,14.05,5.92,0.0,32271.0,20-1001NM-MX-029-1015-08000900,1.0,01/29/2010,2010.0,1.0,33.143333,-123.226667
810159,32273,20-1001NM-PR-029-1736-08001000-0000C-7,0,14.84,5.84,0.0,32272.0,20-1001NM-PR-029-1736-08001000,1.0,01/29/2010,2010.0,1.0,32.813333,-123.908333
810195,32274,20-1001NM-MX-027-2056-08170435-0000B-7,0,14.72,5.75,0.0,32273.0,20-1001NM-MX-027-2056-08170435,1.0,01/27/2010,2010.0,1.0,34.401667,-119.801667
810201,32275,20-1001NM-MX-027-2311-08180469-0000B-7,0,14.37,5.85,0.0,32274.0,20-1001NM-MX-027-2311-08180469,1.0,01/27/2010,2010.0,1.0,34.271667,-120.023333
810237,32276,20-1001NM-MX-027-1412-08330394-0000B-7,0,14.26,5.72,0.0,32275.0,20-1001NM-MX-027-1412-08330394,1.0,01/27/2010,2010.0,1.0,34.258333,-119.325
810243,32277,20-1001NM-PR-027-1624-08330406-0000B-7,0,14.68,5.65,0.0,32276.0,20-1001NM-PR-027-1624-08330406,1.0,01/27/2010,2010.0,1.0,34.228333,-119.416667
810255,32278,20-1001NM-MX-027-1141-08330420-0000B-7,0,14.35,5.71,0.0,32277.0,20-1001NM-MX-027-1141-08330420,1.0,01/27/2010,2010.0,1.0,34.18,-119.508333
810271,32279,20-1001NM-MX-027-0529-08330510-0000B-7,0,13.85,5.9,0.0,32278.0,20-1001NM-MX-027-0529-08330510,1.0,01/27/2010,2010.0,1.0,33.878333,-120.135
810287,32280,20-1001NM-MX-027-0046-08330550-0000B-7,0,13.65,5.97,0.0,32279.0,20-1001NM-MX-027-0046-08330550,1.0,01/27/2010,2010.0,1.0,33.748333,-120.408333
810317,32281,20-1001NM-PR-026-2022-08330600-0000B-7,0,14.06,5.95,0.0,32280.0,20-1001NM-PR-026-2022-08330600,1.0,01/26/2010,2010.0,1.0,33.581667,-120.765
810348,32282,20-1001NM-MX-026-1333-08330700-0000B-7,0,13.55,6.03,0.0,32281.0,20-1001NM-MX-026-1333-08330700,1.0,01/26/2010,2010.0,1.0,33.243333,-121.438333
810381,32283,20-1001NM-MX-026-0738-08330800-0000B-7,0,14.83,5.84,0.0,32282.0,20-1001NM-MX-026-0738-08330800,1.0,01/26/2010,2010.0,1.0,32.918333,-122.11
810414,32284,20-1001NM-MX-026-0042-08330900-0000B-7,0,15.03,5.84,0.0,32283.0,20-1001NM-MX-026-0042-08330900,1.0,01/26/2010,2010.0,1.0,32.58,-122.803333
810445,32285,20-1001NM-PR-025-1906-08331000-0000B-7,0,15.28,5.76,0.0,32284.0,20-1001NM-PR-025-1906-08331000,1.0,01/25/2010,2010.0,1.0,32.246667,-123.483333
810479,32286,20-1001NM-MX-025-1250-08331100-0000B-7,0,15.76,5.67,0.0,32285.0,20-1001NM-MX-025-1250-08331100,1.0,01/25/2010,2010.0,1.0,31.908333,-124.17
810512,32287,20-1001NM-MX-020-0250-08670330-0000B-7,0,14.87,5.83,0.0,32286.0,20-1001NM-MX-020-0250-08670330,1.0,01/20/2010,2010.0,1.0,33.885,-118.5
810522,32288,20-1001NM-MX-020-0522-08670350-0000B-7,0,15.1,5.74,0.0,32287.0,20-1001NM-MX-020-0522-08670350,1.0,01/20/2010,2010.0,1.0,33.813333,-118.626667
810553,32289,20-1001NM-MX-020-1203-08670400-0000B-7,0,14.95,5.74,0.0,32288.0,20-1001NM-MX-020-1203-08670400,1.0,01/20/2010,2010.0,1.0,33.656667,-118.975
810591,32290,20-1001NM-PR-020-1844-08670450-0000B-7,0,14.96,5.75,0.0,32289.0,20-1001NM-PR-020-1844-08670450,1.0,01/20/2010,2010.0,1.0,33.478333,-119.3
810625,32291,20-1001NM-MX-023-1146-08670500-0000B-7,0,14.32,5.65,0.0,32290.0,20-1001NM-MX-023-1146-08670500,1.0,01/23/2010,2010.0,1.0,33.318333,-119.668333
810638,32292,20-1001NM-PR-023-1707-08670550-0000B-7,0,14.44,5.67,0.0,32291.0,20-1001NM-PR-023-1707-08670550,1.0,01/23/2010,2010.0,1.0,33.155,-120.013333
810674,32293,20-1001NM-MX-023-2104-08670600-0000B-7,0,14.25,5.77,0.0,32292.0,20-1001NM-MX-023-2104-08670600,1.0,01/23/2010,2010.0,1.0,32.981667,-120.356667
810706,32294,20-1001NM-MX-024-0331-08670700-0000B-7,0,14.03,5.92,0.0,32293.0,20-1001NM-MX-024-0331-08670700,1.0,01/24/2010,2010.0,1.0,32.656667,-121.041667
810738,32295,20-1001NM-MX-024-1045-08670800-0000B-7,0,15.27,5.72,0.0,32294.0,20-1001NM-MX-024-1045-08670800,1.0,01/24/2010,2010.0,1.0,32.325,-121.716667
810772,32296,20-1001NM-PR-024-1727-08670900-0000B-7,0,15.47,5.71,0.0,32295.0,20-1001NM-PR-024-1727-08670900,1.0,01/24/2010,2010.0,1.0,31.985,-122.391667
810808,32297,20-1001NM-MX-024-2331-08671000-0000B-7,0,16.04,5.69,0.0,32296.0,20-1001NM-MX-024-2331-08671000,1.0,01/24/2010,2010.0,1.0,31.656667,-123.075
810839,32298,20-1001NM-MX-025-0616-08671100-0000B-7,0,15.53,5.78,0.0,32297.0,20-1001NM-MX-025-0616-08671100,1.0,01/25/2010,2010.0,1.0,31.325,-123.738333
810870,32299,20-1001NM-MX-020-0146-08680325-0000B-7,0,14.86,5.84,0.0,32298.0,20-1001NM-MX-020-0146-08680325,1.0,01/20/2010,2010.0,1.0,33.89,-118.446667
810876,32300,20-1001NM-MX-019-2045-08850301-0000B-7,0,15.24,5.73,0.0,32299.0,20-1001NM-MX-019-2045-08850301,1.0,01/19/2010,2010.0,1.0,33.675,-118.09
810882,32301,20-1001NM-PR-019-1703-09000280-0000B-7,0,15.37,5.78,0.0,32300.0,20-1001NM-PR-019-1703-09000280,1.0,01/19/2010,2010.0,1.0,33.49,-117.768333
810894,32302,20-1001NM-MX-019-1404-09000300-0000B-7,0,15.64,5.71,0.0,32301.0,20-1001NM-MX-019-1404-09000300,1.0,01/19/2010,2010.0,1.0,33.418333,-117.901667
810924,32303,20-1001NM-MX-019-0858-09000350-0000B-7,0,15.82,5.72,0.0,32302.0,20-1001NM-MX-019-0858-09000350,1.0,01/19/2010,2010.0,1.0,33.25,-118.248333
810949,32304,20-1001NM-MX-019-0511-09000370-0000B-7,0,15.86,5.71,0.0,32303.0,20-1001NM-MX-019-0511-09000370,1.0,01/19/2010,2010.0,1.0,33.18,-118.388333
810979,32305,20-1001NM-MX-018-2306-09000450-0000B-7,0,15.78,5.74,0.0,32304.0,20-1001NM-MX-018-2306-09000450,1.0,01/18/2010,2010.0,1.0,32.913333,-118.926667
811011,32306,20-1001NM-PR-018-1736-09000530-0000B-7,0,14.65,5.98,0.0,32305.0,20-1001NM-PR-018-1736-09000530,1.0,01/18/2010,2010.0,1.0,32.66,-119.471667
811044,32307,20-1001NM-MX-018-1208-09000600-0000B-7,0,15.0,5.87,0.0,32306.0,20-1001NM-MX-018-1208-09000600,1.0,01/18/2010,2010.0,1.0,32.415,-119.95
811076,32308,20-1001NM-MX-018-0504-09000700-0000B-7,0,15.08,5.9,0.0,32307.0,20-1001NM-MX-018-0504-09000700,1.0,01/18/2010,2010.0,1.0,32.083333,-120.638333
811107,32309,20-1001NM-MX-017-2218-09000800-0000B-7,0,14.76,5.98,0.0,32308.0,20-1001NM-MX-017-2218-09000800,1.0,01/17/2010,2010.0,1.0,31.75,-121.318333
811138,32310,20-1001NM-MX-017-1358-09000900-0000B-7,0,14.96,5.9,0.0,32309.0,20-1001NM-MX-017-1358-09000900,1.0,01/17/2010,2010.0,1.0,31.428333,-121.981667
811191,32311,20-1001NM-PR-017-1739-09000900-0000B-7,0,15.06,5.91,0.0,32310.0,20-1001NM-PR-017-1739-09000900,1.0,01/17/2010,2010.0,1.0,31.418333,-121.98
811203,32312,20-1001NM-MX-017-0529-09001000-0000B-7,0,15.8,5.77,0.0,32311.0,20-1001NM-MX-017-0529-09001000,1.0,01/17/2010,2010.0,1.0,31.08,-122.66
811234,32313,20-1001NM-MX-016-2246-09001100-0000B-7,0,16.48,5.67,0.0,32312.0,20-1001NM-MX-016-2246-09001100,1.0,01/16/2010,2010.0,1.0,30.751667,-123.333333
811266,32314,20-1001NM-PR-016-1725-09001200-0000B-7,0,16.43,5.65,0.0,32313.0,20-1001NM-PR-016-1725-09001200,1.0,01/16/2010,2010.0,1.0,30.413333,-123.996667
811302,32315,20-1001NM-MX-013-0734-09170264-0000B-7,0,15.53,5.93,0.0,32314.0,20-1001NM-MX-013-0734-09170264,1.0,01/13/2010,2010.0,1.0,33.246667,-117.465
811308,32316,20-1001NM-MX-013-0242-09330267-0000B-7,0,15.72,5.82,0.0,32315.0,20-1001NM-MX-013-0242-09330267,1.0,01/13/2010,2010.0,1.0,32.956667,-117.306667
811319,32317,20-1001NM-MX-013-1138-09330280-0000B-7,0,15.78,5.77,0.0,32316.0,20-1001NM-MX-013-1138-09330280,1.0,01/13/2010,2010.0,1.0,32.908333,-117.398333
811349,32318,20-1001NM-PR-013-1624-09330300-0000B-7,0,15.93,5.72,0.0,32317.0,20-1001NM-PR-013-1624-09330300,1.0,01/13/2010,2010.0,1.0,32.845,-117.536667
811382,32319,20-1001NM-MX-013-1944-09330350-0000B-7,0,16.36,5.72,0.0,32318.0,20-1001NM-MX-013-1944-09330350,1.0,01/13/2010,2010.0,1.0,32.68,-117.876667
811410,32320,20-1001NM-MX-013-2359-09330400-0000B-7,0,16.27,5.79,0.0,32319.0,20-1001NM-MX-013-2359-09330400,1.0,01/13/2010,2010.0,1.0,32.51,-118.218333
811441,32321,20-1001NM-MX-014-0417-09330450-0000B-7,0,15.7,5.79,0.0,32320.0,20-1001NM-MX-014-0417-09330450,1.0,01/14/2010,2010.0,1.0,32.346667,-118.563333
811471,32322,20-1001NM-MX-014-0849-09330500-0000B-7,0,15.68,5.76,0.0,32321.0,20-1001NM-MX-014-0849-09330500,1.0,01/14/2010,2010.0,1.0,32.176667,-118.9
811502,32323,20-1001NM-MX-014-1333-09330550-0000B-7,0,15.03,5.86,0.0,32322.0,20-1001NM-MX-014-1333-09330550,1.0,01/14/2010,2010.0,1.0,32.013333,-119.246667
811535,32324,20-1001NM-PR-014-1739-09330600-0000B-7,0,15.2,5.84,0.0,32323.0,20-1001NM-PR-014-1739-09330600,1.0,01/14/2010,2010.0,1.0,31.841667,-119.583333
811569,32325,20-1001NM-MX-014-2348-09330700-0000B-7,0,15.17,5.86,0.0,32324.0,20-1001NM-MX-014-2348-09330700,1.0,01/14/2010,2010.0,1.0,31.51,-120.248333
811599,32326,20-1001NM-MX-015-0719-09330800-0000B-7,0,14.65,5.98,0.0,32325.0,20-1001NM-MX-015-0719-09330800,1.0,01/15/2010,2010.0,1.0,31.166667,-120.908333
811629,32327,20-1001NM-MX-015-1332-09330900-0000B-7,0,15.9,5.71,0.0,32326.0,20-1001NM-MX-015-1332-09330900,1.0,01/15/2010,2010.0,1.0,30.848333,-121.596667
811658,32328,20-1001NM-PR-015-1953-09331000-0000B-7,0,16.4,5.63,0.0,32327.0,20-1001NM-PR-015-1953-09331000,1.0,01/15/2010,2010.0,1.0,30.513333,-122.26
811693,32329,20-1001NM-MX-016-0201-09331100-0000B-7,0,16.54,5.61,0.0,32328.0,20-1001NM-MX-016-0201-09331100,1.0,01/16/2010,2010.0,1.0,30.185,-122.923333
811722,32330,20-1001NM-MX-016-0921-09331200-0000B-7,0,16.86,5.58,0.0,32329.0,20-1001NM-MX-016-0921-09331200,1.0,01/16/2010,2010.0,1.0,29.845,-123.581667
811753,32331,20-1001NM-MX-013-0440-09340264-0000B-7,0,15.69,5.83,0.0,32330.0,20-1001NM-MX-013-0440-09340264,1.0,01/13/2010,2010.0,1.0,32.953333,-117.281667
811758,32332,20-1004FN-MX-136-1943-07670490-0000B-7,0,11.28,5.64,0.0,32331.0,20-1004FN-MX-136-1943-07670490,2.0,05/16/2010,2010.0,5.0,35.085,-120.771667
811767,32333,20-1004FN-MX-136-1727-07670510-0000B-7,0,11.36,5.83,0.0,32332.0,20-1004FN-MX-136-1727-07670510,2.0,05/16/2010,2010.0,5.0,35.026667,-120.916667
811781,32334,20-1004FN-MX-136-1415-07670550-0000B-7,0,11.64,5.9,0.0,32333.0,20-1004FN-MX-136-1415-07670550,2.0,05/16/2010,2010.0,5.0,34.89,-121.201667
811798,32335,20-1004FN-MX-136-1037-07670600-0000B-7,0,12.75,6.08,0.0,32334.0,20-1004FN-MX-136-1037-07670600,2.0,05/16/2010,2010.0,5.0,34.718333,-121.546667
811817,32336,20-1004FN-MX-136-0437-07670700-0000B-7,0,13.36,6.16,0.0,32335.0,20-1004FN-MX-136-0437-07670700,2.0,05/16/2010,2010.0,5.0,34.388333,-122.248333
811835,32337,20-1004FN-MX-135-2320-07670800-0000B-7,0,13.44,6.07,0.0,32336.0,20-1004FN-MX-135-2320-07670800,2.0,05/15/2010,2010.0,5.0,34.053333,-122.941667
811854,32338,20-1004FN-MX-135-1729-07670900-0000B-7,0,14.2,5.99,0.0,32337.0,20-1004FN-MX-135-1729-07670900,2.0,05/15/2010,2010.0,5.0,33.723333,-123.631667
811874,32339,20-1004FN-PR-135-1925-07670900-0000B-7,0,14.26,5.99,0.0,32338.0,20-1004FN-PR-135-1925-07670900,2.0,05/15/2010,2010.0,5.0,33.721667,-123.633333
811885,32340,20-1004FN-MX-137-0848-08000510-0000B-7,0,11.7,6.16,0.0,32339.0,20-1004FN-MX-137-0848-08000510,2.0,05/17/2010,2010.0,5.0,34.443333,-120.541667
811897,32341,20-1004FN-MX-137-0549-08000550-0000B-7,0,10.82,5.38,0.0,32340.0,20-1004FN-MX-137-0549-08000550,2.0,05/17/2010,2010.0,5.0,34.316667,-120.78
811918,32342,20-1004FN-MX-137-0151-08000600-0000B-7,0,12.55,5.93,0.0,32341.0,20-1004FN-MX-137-0151-08000600,2.0,05/17/2010,2010.0,5.0,34.146667,-121.143333
811941,32343,20-1004FN-MX-135-0103-08000700-0000B-7,0,13.95,6.01,0.0,32342.0,20-1004FN-MX-135-0103-08000700,2.0,05/15/2010,2010.0,5.0,33.816667,-121.843333
811964,32344,20-1004FN-MX-135-0629-08000800-0000B-7,0,14.06,6.01,0.0,32343.0,20-1004FN-MX-135-0629-08000800,2.0,05/15/2010,2010.0,5.0,33.5,-122.531667
811987,32345,20-1004FN-MX-135-1204-08000900-0000B-7,0,14.37,5.96,0.0,32344.0,20-1004FN-MX-135-1204-08000900,2.0,05/15/2010,2010.0,5.0,33.155,-123.216667
812006,32346,20-1004FN-MX-134-0007-08180469-0000B-7,0,12.24,7.8,0.0,32345.0,20-1004FN-MX-134-0007-08180469,2.0,05/14/2010,2010.0,5.0,34.275,-120.02
